,lang,tweet,polarity
792,en,My greatest pet peeve with touch ID is that I tend to miss a lot of notifications because the phone unlocks before i see them. #iPhone6,negative
793,en,"Anyone know why my #iPhone6 suddenly asks ME questions - right out of the blue (nothing going on, no TV/radio, almost totally quiet) spooky",negative
794,en,"If I have this right, the great advance of the #iphone6 is the ability to transmit voice to others thru the phone. How could they top that?",negative
795,en,"My iPhone autocorrects everything but days of the week, can we change the spelling to Thirsday please #iPhone6",positive
796,en,Voice text messages!! Creative! It's not like there is a way to talk over a magical device already. #iPhone6,negative
797,en,Ugh. My clock keeps adjusting and turning a hour ahead. Does anyone else keep having these problems? #iphone6,negative
798,en,Yo.. so I'm at work.. you kno movin #iphone6 like it was crack.. This dude on everything wouldn't stop burping..,neutral
799,en,I'm due for an upgrade soon and the #iphone6 has me indifferent at beast. I don't wan to switch platforms tho...,neutral
800,en,Anyone else have backlight issues on their #iPhone6 ? I’ve got dark blob spots that are noticeable on white backgrounds 😡,negative
801,en,"That #iPhone6 commercial that ""shows off"" the voice texting ability would be more believable if you actually saw text inputted.",neutral
802,en,#iPhone6 is the best phone i have ever used . The connectivity with the Macbook is a total new experience .,positive
803,en,"Is loving my new tablet oh no sorry make that my new phone, #iPhone6 it's that bloody big but I like!!!!",positive
804,en,Finally Reconnected lol! the Turn Up Was Mad Real Last Night I Lost My Phone 😱 But Came Home Straight To ATT Ya Girl On That #iPhone6 Na!,neutral
805,en,#iPhone6 can I get one for free? Genesy food is amazing. A nurse aid is delusional. He adopted a elf. Ok loony.,neutral
806,en,"#iPhone6 Dislike: No grip (Keeps slipping out of my hand, I know I should put a cover on) and warms up on full brightness. Thats all.",negative
807,en,"#iPhone6 Love: fingerprint unlocking, size, camera, super fast software, super fast charging, simple and clean!",positive
808,en,I feel glass on my finger from tryin to scroll down the screen with my finger on my cracked ass phone 😂 ..... 😳 #iPhone6 😩,negative
809,en,"My phone has lasted me all day, playing games and I didn't have to charge it once! I love my new phone 😊📱 #iPhone6",positive
810,en,"My GF asked me ""What is Your Fav position?"" I said ""Chief Executive Officer"" and we laughed & laughed and I am Single again #iPhone6",neutral
811,en,Having a phone that actually responds quickly to my touch commands is pretty taste. #iPhone6 is pretty dope,positive
812,en,I can't believe this level of happiness/excitement is exuding from a new phone. Should I be ashamed? #iPhone6,positive
813,en,Why do i always get bad luck with phones brand new #Iphone6 and its mad acting up wtf GRRRRRRRRRRRRRRRRRRRRRRR,negative
814,en,Finger print invention in #iPhone6 really made my life easier .. Specially when I'm downloading from apple store. 👍,positive
815,en,Using my thumb as my passcode actually works! So you CAN teach an old dog new tricks! Onward to slow-motion videos! #iPhone6,positive
816,en,Apple has really worked on #iPhone6's battery. Mine lasts a whole day with moderate to heavy usage. Not bad at all.,positive
817,en,I'm known as a rather cheep person my friends think when my wallet opens moths come out but I got this new #iPhone6 yesterday,positive
818,en,"Ok I actually need to treat this phone like my baby, no more water damage and shattered screens. #iPhone6",positive
819,en,ATTENTION #iPhone6 SLOW-MO VID MAKERS: you're just making boring things take longer; it's ruining my memory of The Matrix. Please stop.,neutral
820,en,VOIP is the only REALLY impressive feature that I have heard about the #iPhone6. It might be enough to make me switch.,positive
821,en,The only time i wished i was taller is when i upgraded to an #iPhone6 and tried to use it with one hand!,negative
822,en,The display on my iPhone is so fucking crisp ugh how can anyone use a fucking android phone 😷 #iPhone6,positive
823,en,In so loving my #iPhone6 so far it's by far the best of its kind very fast and a great battery life!,positive
824,en,Still kept it simple but the lil shortcuts and ways to respond to email & text is hott #iPhone6 📲👌💯,positive
825,en,Not only does my phone have a crack on the outside the inside screen now has a mass of lines running down #iPhone6,negative
826,en,My phone screen is cracked. I'm gonna get it replaced but until then I feel like a bad parent. #iphone6,negative
827,en,This is going be fun new #iphone6 as come 😍 It best be easy to use other wise it's going in bin! 🙊,positive
828,en,The apps on my #iphone6+ crash much more regularly than I would expect. I also get the Safari this page has reloaded message far too often.,negative
829,en,Sometimes I’m too lazy to reach the back button in the nav bar so I just exit the app instead #iphone6,neutral
830,en,"That #iPhone6 commercial ""PLEASE bring Amanda. She's SO fun."" Cracks me up every time. 😂😂😂😂😂",neutral
831,en,Customers came into the store looking for an #iPhone6 for their eleven year old daughter who they want to go on bill pay. WTF THIS FUCKERY😱👊,neutral
832,en,"I got a new phone and just realized all my Notes are gone😠 ! Take my contacts, and my pictures but I need my notesssss😩😩 #iphone6",neutral
833,en,"My phone just autocorrected ""everyday"" to ""verydamnit"". I've never used this but I will now. Thanks phone, you know me so well! #iPhone6",positive
834,en,Isn't the purpose of a vibrating ringer to be a silent notification that you only feel? Why is it so DAMN LOUD? #iphone6,negative
835,en,Used the #iPhone6 slow mo camera to settle the family debate of how my Pomeranian really walks and runs. 👍,positive
836,en,Cameron had a party to spend time with all his doggie friend's. Here are a few photos I took with my #iphone6,neutral
837,en,"AT&aT ruins Christmas, again. To fix an iMessage issue, they suggested my mom turn on her new #iPhone6...which she didn't know she had.",neutral
838,en,"Finally have a shiny new, fully working #iPhone6 😊 (hopefully I won't drop this one in a puddle!)",positive
839,en,So babe and I went Christmas shopping last night and ended up getting ourselves presents 😁 #iPhone6,positive
840,en,Does the #iPhone6 come with warranty? There's a bright dot in the middle of the screen and can't select artists in iTunes (since I got it).,negative
841,en,Finally I received my new phone. Let's see if iOS can convince me as I was a strict Android user before #iPhone6,neutral
842,en,The worst thing about getting a new phone is trying to remember all of your passwords for all of your apps. #iPhone6,neutral
843,en,I cannot turn off/lock the phone without hitting the volume on the other side. Who did they focus group this choice on?? #iPhone6,negative
844,en,I gotta say I'm disappointed with the choice to move the power button on the #iPhone6. It's a bad design choice!,negative
845,en,I told my ppl i was gon get it soon as it drop they thought i was playin til i popped up n the hood wit it!!! #iPhone6,neutral
846,en,Just got the new #iPhone6 and it's pretty baller. Kind of a bitch remembering all my passwords but that's on me,positive
847,en,"That was a waste of time, but at least in ordering the #iPhone6 now so I should have it within a couple days.",positive
848,en,Love my new #iPhone6 ! I can see everything much clearer. Easy to carry with no huge pricy case and I haven't dropped it. Which is AMAZING!,positive
849,en,Finally got the #iPhone6 talking again... But it still won't let me delete texts w/o jumping thru hoops! But it works again!! :),neutral
850,en,My #iPhone6 makes my hand feel tiny. My thumb has more trouble stretching across the screen than I do trying to touch my toes.,negative
851,en,Anyone have a suggestion for best tempered glass screen protector for #iphone6? To go with an incipio case.,neutral
852,en,A customer accidentally picked up our new otter #iPhone6 today please can you check and return thank you,neutral
853,en,This week been on some bullshit! Just cracked the screen on my phone👌 hope I'm due for that upgrade! #iPhone6,positive
854,en,Twitterverse! I found an iPhone in a cab tonight. It's locked. How do I get it back to the owner? #iPhone6,neutral
855,en,"""We have to be the best thing ever when I get to know what you want me to be."" Deep words, #iPhone6, deep words.",neutral
856,en,What's the thing called when you swipe down on your phone and notifications come up? My phone stopped doing that unless it's locked #iphone6,negative
857,en,So I got my new case in the mail today & would like to take a moment to brag about putting my screen protector on with no bubbles!! #iPhone6,neutral
858,en,"#iphone6 Does anyone else's suddenly go dim, brighter, dim, brighter? Set to full brightness too. Yet this happens intermittently. Annoying.",negative
859,en,"I love how my iphone doesnt waste alot of my battery, even though ive been on it for hours already 😻 #iPhone6",positive
860,en,#iphone6 The Smart Investor This Season Will Never Collateralize Unsecured Special-purpose Entities.,neutral
861,en,"OMG... I dropped my phone from four feet up onto tile, and... Oh wait, it's fine... Nice... #iPhone6",positive
862,en,"My cell battery keeps dying super fast, either I need a new phone or I use my phone waaaay too much lol #iPhone6 I need you in my life lol 📱😩😩😆😆",positive
863,en,"My Replacement #iPhone6 Came In , So I'm Back In Business, I Missed My iBaby , Hate I Lost My Other One Though ..",positive
864,en,Perks of having a thin phone: my phone got lost in between the sheets inside my folder 😅 #iPhone6 it took me an hour to find it,negative
865,en,"#iphone6 Higher-classed Capital Adequacy Requirements: In Lower-classed Sectors, Plan To Insulate Them.",neutral
866,en,"The #iPhone6 is so light, the wind almost took it from my hand! Glad I managed to catch it mid air due to my super human reflexes!",positive
867,en,#iphone6 I Will Not Stand For An America Where Flight Attendants And Rich Oil Companies Can Make A Mockery Of Our Precious Environment.,neutral
868,en,that first and hopefully last fall sounds like a tin can hit by a flying flipflop simply stunned #iPhone6,neutral
869,en,Kids these days don't take care of nothing #iPhone6 for her bday in Nov. and she already cracked the screen😤 I should let it stay that away,neutral
870,en,"Morning reasonings... What does Apple do with our finger prints once we give it up willingly, to have easy access to the new #iphone6?",neutral
871,en,Using #iPhone6 without a case makes me nervous. Off to town tonight to buy one. Any recommendations?,neutral
872,en,Not sure why I keep trying health trackers. The #iPhone6 really is one of the best ones on the market.,positive
873,en,Does anyone have an #iPhone6 with a clicking screen? Mine does it in the top left corner and at the side next to where the sim tray is 😤,negative
874,en,"Hey if we have a problem we can either shmurda style gun brawl or you can see me in trivia crack, your move. #iPhone6",neutral
875,en,That moment you were glad you bought a phone cover because you accidentally dropped it violently. #iPhone6,neutral
876,en,How long until you stopped shutting off your screen when you just wanted to turn the volume down to not wake up the kids?!?!? #iPhone6,negative
877,en,wish I could create custom notifications on my phone to alert when a particular person/hashtag tweets. would help w/ chats so much #iPhone6,neutral
878,en,Really loving this giant screen and smooth corners. Why didn't I upgrade sooner? I'm usually an early adopter. #iPhone6,positive
879,en,#iPhone6 Updating my experience. It's the best iPhone I've owned. The camera is awesome. ApplePay has not been tried. Whole Foods tomorrow.,positive
880,en,Just dropped my precious #iPhone6. Luckily the screen didn't smash though. But my headphone jack is all dented in 😱😢,positive
881,en,Ups says my iPhone is getting delivered today. But it still shows sitting in their distribution center. #iPhone6,neutral
882,en,Finally my phone case came in the mail. I can actually hold my phone without it almost slipping to its death #iPhone6,neutral
883,en,"When my finger covers the earpiece on my #iPhone6, the screen freezes until the finger is removed. What gives?",negative
884,en,Twitter is working so I think it might be the new update. Anyone else update their iPhone and is having problems with their apps? #iPhone6,negative
885,en,"I don't know if the new #iPhone6 is really big or my hands are really small? Either way, I need bigger hands",negative
886,en,I think I am going to get rid of this piece of crap #iPhone6 and get this new classic BlackBerry 👌,negative
887,en,My chief complaint about the #iPhone6+ is the on/off button on the right side. Move it back to the top. Hype is way overblown about bending.,negative
888,en,"Well, yeah. iOS is nice, still hate iTunes but the os is useful. Love the Fingerprint stuff. #iPhone6",positive
889,en,"Lowkey can't front this phone big AF in my hands. Feels like an android, works like an iPhone #iPhone6",negative
890,en,My boss likes to come in the crew room & take selfies on my phone bc she loves the camera. Hahaha #iPhone6 is life.,positive
891,en,Seriously THANK YOU #iPhone6 for keeping a 'recently deleted' folder w/shit I've deleted bc I almost just had a heart attack!! :o,positive
892,en,It looks at what life is like for the workers making the #iPhone6 in China and the children working in dangerous tin mines in Indonesia.,neutral
893,en,"Since #iPhone6 have metal panels & new owners like dropping them on concrete soon after buying, I suggest new business idea-iPanel Beaters.",neutral
894,en,"#iphone6 My Opponent Is Conspiring With Taliban Militants, Biased Media Insiders And Biased Media Insiders.",neutral
895,en,"I RAN OUTSIDE TO MEET THE FED EX GUY.. I ALMOST LEAPED INTO HIS ARMS, HE MADE MY DAY WITHOUT EVEN TRYING #iPhone6 FINALLY",positive
896,en,"If my #iPhone6 can be unlocked using my thumb print, why can't my car? Would also be great to have for a start button.",positive
897,en,"Dear phone, I drop you. I throw you. I lose you. I forget about you, but I can't live without you. Sincerely, Me #iPhone6",positive
898,en,First tweet from my #iPhone6 !! Loving the speed and I'm having way too much fun with the slow motion video option.,positive
899,en,Im going to be raving for the first time with my smartphone :) so stay tuned for some awesome pics and vids! #iPhone6,positive
900,en,Second day with #iPhone6 really liking it! Can't wait to discover more and more things on it. Camera is amazing 😝,positive
901,en,"So the #iPhone6 bends/warps when placed in your pocket and you're seated, Is that a flaw or some fancy way of making it",negative
902,en,I'm backkkkkk. Been gone for a little this is because my phone was broken. But I got my new phone now. #iPhone6,neutral
903,en,I really hate the side lock button directly across from volume on the #iPhone6. Making it harder to lock/screenshot/volume is not an upgrade,negative
904,en,"If your #iPhone6 slips off the desk and you catch it with your non-dominant hand BUT NO ONE SAW IT HAPPEN, are you still a fucking ninja??",neutral
905,en,"If this was the election #Putin vs #Obama, I'd vote Putin, and probably over most American politicians.",positive
906,en,"Kasyanov: #Putin's achilles heel is economy - when regular people feel the pinch, when pension payments aren't met, it starts to crumble",negative
907,en,"I think people deep down can tell when somebody is genuine, and also when someone is a pathological liar. #putin vs #obama",neutral
908,en,"#Soyuz craft dock new crew today, and for first time I think Vladimir Vladimirovich #Putin one day visit space. My mother would be so proud.",negative
909,en,"Soon... young people will ask 'who was this guy #Putin?', like today's young would ask about Andropov (another KGBist and #USSR leader)",negative
910,en,I'm So Ronery RT @Amb_Yakovenko: #Putin: I don’t feel alone. Solitude is a state of soul. I value personal contact.,neutral
911,en,"Yeah, due to its government's actions over the past few centuries... RT @Amb_Yakovenko: #Putin: It has never been easy in Russia.",negative
912,en,Yeah #Putin says he won't be Russian President for life and that he plans to retire some time in 2024. So considerate no? ;-),negative
913,en,"@TheEconomist I think by now we're pretty fed up with the #Putin is evil, we're the good ones speech.Bottom line is he's a popular leader",positive
914,en,"All necessary for #Putin to triumph is good men to do nothing. Well not anymore, Lithuania to support arms to #Ukraine",negative
915,en,Putin should calm down and take up tennis before he blows up the world! Even at his age he can learn this delightful game. #Putin #tennis,negative
916,en,"Missing bit in #Putin's ""Making #Russia Great Again""-plan: Russia can't force anyone to do business with an aggressor.",negative
917,en,Today'S new #Putin'S law will allow russian authorities to ARREST EMBASSIES of countries which made court verdicts against rus..,negative
918,en,"When #Putin moans about Kosovo, hasn't he got his own back already with #abkhazia, or is it the excuse that keeps on giving?",negative
919,en,"Humble #Putin says it's too early to erect monuments to himself, claims those wanting to name streets after him do so out of good intentions",negative
920,en,"I suppose it is tempting, if the only tool you have is a hammer, to treat everything as if it were a nail. ― Abraham Maslow #russia #putin",negative
921,en,"@SilemSun No wonder, when #Putin sits at the table. He loves creating facts under endless talks. Russia about to deliver Iran nuke-plants.",negative
922,en,"The West and his own Opposite he calls: bacteria or diseases! He fight them with his immune-system. What a fool, this words. #Russia #Putin",negative
923,en,Farage praises #Putin. Russian Bank gives Loans to French National Front. Conclusion; Russia is trying to undermine #EU,neutral
924,en,Brilliant! RT @Novorossiya_PR: Inspired by doctors without borders #Putin to create Russians without borders.,negative
925,en,It's strange to find out there are a a lot of metal heads in Russia listening to your music... #Putin #MotherRussia,neutral
926,en,What #Putin attempts in #Donetsk is what Thatcher achieved in the Falklands! Putin's Foreign policy is that for which our forebears fought!,positive
927,en,"The longer the sanctions against #Putin & his #USSR, aka Russia, continue the better economically & financially for the developed world.",negative
928,en,I´m quite concerned abt #Russia the path that mr #Putin chosen is very wrong. Leading to isolation for RU. SE within reach for aggression.,negative
929,en,"- It's good Russian army does volunteer work in #Ukraine - It's good their family likes volunteer work. - #Putin likes, everyone likes!",negative
930,en,"Must get one of those frosty ties #Putin is talking about, bet they look good... He must have a collection..",negative
931,en,I have no reason to think that #Putin isnt being 100% sincere when he says he thinks Ukrainians see themselves part of the Russian world,positive
932,en,Appeasement is a win for #Putin - it is a reward for his aggression & only serves to embolden & empower him.,negative
933,en,This is so extremely telling. #Putin: You can't turn everyone into your allies and you shouldn't even dream of it.,negative
934,en,"""Well, I guess I'll shake your hand, but I only have one thing to say to you: You need to get out of #Ukraine"" Canada PM greeting #Putin",neutral
935,en,Vladimir Putin says he will step down from the presidency no later than 2024. That's right. HE is saying when HE will step down. #Putin,negative
936,en,The veil of democracy has finally fallen? #Putin will not remain #Russia's president for life; but doesn't rule out running for a four term.,negative
937,en,"haters am throwin deuces yeah its peace ,coz am chilled lyk a buddhist long live #putin u tha last communist",negative
938,en,- It's good Russian soldiers do VOLUNTEER work in Ukraine - It's good families of Russian soldiers support VOLUNTEER work - #Putin LIKES,negative
939,en,- #Putin isn't going to be President for life? You can fool Russia but you can't fool the West. - - Putin is in Russia's face FOR LIFE.,negative
940,en,@wisewolves At least #Putin makes sure they still have a Free Market and Real Marriage in Russia!!More than I can say about this country!!,positive
941,en,@Billbrowder #putin knows because he is causing the catastophy. sanctions are just drop in bucket compared to his overflowing cesspool,negative
942,en,"Waiting for #Putin to change his mind on #Ukraine is like waiting for a cat to bark, an alligator to moo and a whale to fly--all at once.",negative
943,en,"In lengthy interview #Putin says Russia is stronger than anyone b/c 'we're right, truth is a real power' (omg, ref to Balabanov's Brat 2 -",neutral
944,en,"#Russia's not opting for isolation, says #Putin as Moscow welcomes DPRK and Vietnam communists' delegations in one week",neutral
945,en,"When asked if people associate him with Russia #Putin's response was: ""yes, and that's neither uncommon nor particular Russian""",neutral
946,en,If #Putin circle keeps moving the way they R now they'll be able to walk into #HagiaSophia without a Naval landing,negative
947,en,"#Greece must not stop to claim German war debt! If not, it should drop EU and ask for Russia help! #Putin",neutral
948,en,Why can't #Russia and #Putin b a part of the solution instead of the problem? God damn Putin MAN up!,negative
949,en,"""Wanna be president for life? Wanna be a monarch? Wanna reboot the gulags?"" Guess there are media far worse than Greek ones after all #Putin",negative
950,en,"PT: Compare #Putin to Ovomit whose 1st action on the job was to classify his, his 'wife's' & his children's whole life, from kindergarten on",positive
951,en,"And when he feels invincible, it doesn't matter how wrong he is. “@NATOSource: #Putin: ""When a Russian feels he is right, he is invincible.""",negative
952,en,I wonder what the mob will be chanting when the hangman kicks the chair away from under #Putin's feet.,negative
953,en,"Hahaha #Putin says: ""Russia is not going to isolate itself from the rest of the world"" -- he's working very hard to achieve exactly that!!",negative
954,en,"""Nobody is going to build a wall around us. It is impossible !"", says #Putin. Well, actually it has kinda been done in the past...",negative
955,en,Reading how #Putin has screwed the NGO business in #Russia esp western funded ones. Explains the demonisation campaign against him.,negative
956,en,"But of course he won't accept presidency 'forever'. What do people think, that #Putin has eternal life and is Jesus? #pt",negative
957,en,"Had Mr #Putin spent more of his time strengthening #Russia’s economy than enriching his friends, he would not find himself so vulnerable now",negative
958,en,#Donetsk peoples republic to change name to #Putin peoples republic. Starving peoples republic also suggested.,negative
959,en,just cursory knowledge of German & Russian history would suggest you cannot liken #Putin to the #Nazi mass-murderer Hitler,positive
960,en,Barron's with an editorial on upward prospects of gold & gold miners. Hope they're right! $GDX $GLD $GDXK $RSX #Putin #ISIS,neutral
961,en,#Russia Regime change is around the corner I think...or #Putin has to do something really extradinary....,neutral
962,en,"People always compare #Putin to Hitler, in that case I like to think of myself as more of a Milosevic type.",neutral
963,en,"@MockCasbah it's not a matter of if, it's a matter of when #Putin will play his hand more openly, which will challenge the world's structure",neutral
964,en,"@carlbildt Rise of facism in Europe is in the interest of Russian Federation, a simple destabilization trategy. #Putin",negative
965,en,"Usually it's the moderates on both sides of the aisle who work it out. Problem in #Russia however: there is no aisle, there's just #putin",negative
966,en,"Dear China Feel free to take back from Russia ur lost territories & resources The world won't complain. Free gas is good gas, no? #putin",neutral
967,en,"- --- "" D E M O C R A C Y R E V O L U T I O N "" -- - - Coming soon to Russia Courtesy of freedom lovin Rus #putin #Holodomor",negative
968,en,"@lennutrajektoor Full scale ¨history is back¨ World let Stalin to happen once, and is letting to happen again w/o blinking an eye #Putin",negative
969,en,"Devil & minions watch #Putin talk about #Ukraine on TV. After the devil asks: - Was ""Father of Lies"" one of my titles? - Yes. - Cross it out",negative
970,en,"@TIME #Putin. good or bad intentions, there's no denying the brilliancy of his actions, on a macro scale, that is",positive
971,en,"Perfect example of why I don't make myself available... ""See, niggas are so emotional. I'm not very approachable."" #PutIn #ThatHardWork",neutral
972,en,".@DavidWayneEvans True! They probably learned that word at the ""What #Putin is, but you must never call him!"" seminar ;-)",neutral
973,en,"""Well, I guess I'll shake your hand but I only have one thing to say to you : you need to get out of #Ukraine"" Canadian PM Harper to #Putin",neutral
974,en,How can #putin and his allies line their pockets if everything was transacted out in the open. #ukraine,neutral
975,en,CONGRATULATION Vlad #Putin. 8 degree black belt. Woah- impressive sansai. Mnwhile economical sanctions are burying the poor in your country!,negative
976,en,This account @StopPutinRegime I have created solely for one purpose - to create knowledge base about #Putin regime crimes.,negative
977,en,"@KenRoth Analysts are v clear that #Putin's policy has been to increasingly test the West's resolve, & so far it has been found wanting.",negative
978,en,"Expecting new humanitarian convoy from #Putin soon, #NAF already used up all the ammo from the last one.",negative
979,en,#Obama ko pata h ki December me #Putin India ka daura kr skte hai.. Double standard policies ab nhi chalegi...b'coz Man of Action is the PM√,neutral
980,en,I've looked #Putin in the eye and I see that his soul is giving #NATO and the whole world the middle finger.Th,neutral
981,en,"@VP talk about commitment & friendship...just like BHO ""drew a red line"" w/Syria. BHO won't stop Putin from driving tanks into Kiev #Putin",negative
982,en,"Just read ""#Putin"" translated as ""Poutine"" in press release. Personally, I think putting an ""a"" in there would be a translation upgrade.",neutral
983,en,@JournoJane Lot of good landing comet that bounces off & loses contact. well done Europe. #Putin not interested in dead in the water comet,neutral
984,en,"A koala, does not a great leader make. It is not about a nice pic with koalas & other animals that make #Putin a great leader. Give it up O!",positive
985,en,"You know #Putin, things would go so much better for #Russia if you weren't always the asshat at the party... Why restart the Cold War.",negative
986,en,Why should former soviet states suffer to bolster $Russia prosperity? Bc Russia is a strong and powerful country to be feared #Putin,negative
987,en,Is #Putin making the same mistake that America's #GOP is making - - demagoguing himself into a corner trying to please radical supporters?,negative
988,en,"Declining oil revenues, economic sanctions, currency in free fall, now #Putin spending millions on military adventurism. That's not smart!",negative
989,en,"To counter NATO, #Putin calls to re-create Warsaw pact. His general whispers that nowdays Warsaw is located at NATO country.",negative
990,en,And that's not some remote village somewhere in Siberia that nobody has ever heard of. That's St. Petersburg. #Putin #fail,negative
991,en,"""You can get a lot more done with politeness and a #weapon than with politeness alone,"" according to the New Republic. VLADIMIR #PUTIN",neutral
992,en,Steve Hadley: #Putin sees and seizes opportunities [to exert power] & won't stop if left unchallenged. #ASGRussia,negative
993,en,Each day I hate #Putin and the rest of the #Donetsk rebels more. All those deaths for nothing but lies and propaganda. They are the Nazis.,negative
994,en,"Disturbing trend of ""lefties"" endorsing #Putin as champion of anti imperialism. If you are guilty please remove yourself from humanity",negative
995,en,In my opinion #Putin '@KremlinRussia_E is taking Steroids & not of stable mind. Tell him to forget the Ego trip & rejoin World Community,negative
996,en,@PaulSonne might be a lifetime before #Putin gets a bullet in the head & Russia gets their paws off Ukraine.,negative
997,en,"@andersostlund In your opinion, is there a risk of #Putin extorting money from EU and US in order not to nuke some country?",negative
998,en,"follow up: ""nowadays people who wage a fight and consider it righteous will always get weapons"" is what #Putin said. #Ukraine",neutral
999,en,The complacency with which west is pushing #Russia is staggering. Population will support #Putin to start war against NATO.,positive
1000,en,"Kudrin on #Putin: ""If the president relies only on populist approaches, the country will continue to weaken.""",negative
1001,en,"""It’s not only about Ukraine. It’s about Moldova,Georgia,Serbia, one has to wonder about the countries in the western Balkans""#Merkel #Putin",neutral
1002,en,@carlbildt Is the Swedish Wallenberg army in Afghanistan protecting the opium crops from being burned by Taliban? SUCK #PUTIN BALLS BIATCH,negative
1003,en,Pakistani PM Nawaz Sharif invited #Putin to visit Islamabad. The official visit of rus President might take place next year.,neutral
1004,en,I heard #Putin telling a German reporter in an interview that neo-Nazi groups &ethnic cleansing signs appeared in #Ukraine! Is he normal?!,negative
1005,en,"Don't know what all the fuss about food shortages is, I just finished eating a lobster dinner with #Putin.",negative
1006,en,Constant drowsiness #Russian President Vladimir #Putin is primarily related to the use of potent medications,negative
1007,en,"Studying speech , facial expressions and gestures #Putin can assume dissociative disorder.This is a consequence of internal diseases",negative
1008,en,"Amy Wilentz: Idea that Stalin could stay in his bubble because he was willing to use extreme force, not the case with #Putin in #Russia",neutral
1009,en,"We should supply #Ukraine with the weapons they need; just splash some white out over the ""made in America"" #Putin can't object to that",negative
1010,en,With invasion of #Ukraine #Putin crossed the Rubicon.Amateur palmist will easily predict his future.,negative
1011,en,"@lennutrajektoor #Putin is living on another planet, in a fake world . He's getting Alzheimer disease.",negative
1012,en,@lennutrajektoor Apparently the time of GULAG begins again. How long must the ordinary people suffer there... #Putin,negative
1013,en,"At Security Council meeting, #Putin says ""color revolutions"" lead to tragic consequences, and Rus should do everything possible so that...",neutral
1014,en,"At #ACSummit, fmr Polish Prez Kwasniewski warns #Putin can act w/impunity if Europe doesn't unite against his actions",neutral
1015,en,Pretty funny. Learned today on @PCNTV that Polar Vortex currently in US originated in Siberia. Guess Balmy shld not have p!ssed off #Putin!,neutral
1016,en,"Albright: To counter propaganda from #Putin, We need to strengthen our radios and be smarter about social media. #nedevents",negative
1017,en,"#Russia's #Putin says ""we should do everything"" to prevent extremism and ""color revolutions"" reaching Russia-REUTERS",neutral
1018,en,"My granny. Witness of WWII.""We will not stand on our knees in front of #Putin and will defend our native soil, #Ukraine, till the very end.""",negative
1019,en,"Having read an advance copy of Bill Browder's new book, I don't think #Putin will be enjoying it come February",neutral
1020,en,@SalilSarkar If the #Putin Regime was doing a “genuine” good job’ then why do you think they need Regime Directed Media?,negative
1021,en,"Amb Pascual at #ACsummit: ""We don't really know"" #Putin's intentions but he goes after ""targets of opportunity""",negative
1022,en,"“[#Putin] is testing the ground,” #Ukraine Prime Minister Arseniy Yatsenyuk said. “He will move as far as the world will allow him.”",neutral
1023,en,"@ArianaGicPerry West got cocky & overconfident after Cold War, but didn't & doesn't give #Putin right to just start invading other nations",negative
1024,en,.@HiltonBrisbane It ridiculous you accuse me take bath robe from room. I not wear bath robe since small boy. Why I want steal? #Putin,negative
1025,en,"-> Yep! #USA must stay out of #Putin's its internal affairs, I agree! They must also stay's out of other country's affairs.",neutral
1026,en,"@wordsmeet leftists are not against authoritarian govs. & #Putin just as they were never against USSR, that much is clear.",neutral
1027,en,"@noclador #Putin: neo-nazis run ukraine - fight them! Putin: neo-nazis observe ""elections"" in donbass - believe them!",negative
1028,en,"@ArianaGicPerry Apparently, #Putin said he left early it was a long flight and he needed more sleep, etc, and and no one is upset over UA!",negative
1029,en,"Watching @stephenfry meet Deputy Milonov, on Norwegian TV. Henceforth #Putin will be known as Dobby! Dobby the macho house elf!",negative
1030,en,"Since #Putin is so focused on a balance of power, #Ukraine should pursue nuclear weapons again, you know, to balance out the power.",negative
1031,en,"I know,I know,I know,the whole thing happening in #Ukraine is sickening,but dont know y the mention of #Putin is hilarious than agitating.",negative
1032,en,I have invited my dearest friend Mr. president #Putin for an official state visit in January and he very kindly accepted. I'm deeply moved!,positive
1033,en,Did #Putin start unnecessary continuous wars in Middle East?! Did Putin destroy our #Constitution?! Did Putin destroy our economy?! WAKE UP,positive
1034,en,I think this sums it up rather perfectly. MT @RichThompsonAK: Everyone knows Putin lies. Even Putin knows #Putin lies.,negative
1035,en,I hope #Putin's next move is to tattoo #Gorbachev's birthmark on his head/chest. That is the only way the West will take him seriously.,negative
1036,en,if #Obama can call #Putin a jackass or a d*** then i thnk i can call anybdy a m********er!!!...yah hear me???,neutral
1037,en,"Isn't #Putin, in general, grossly overplaying his hand? His seems to be a 1941 strategy: go as big as possible while we still can. Doomed.",negative
1038,en,"Why would #Putin worry about America? He sees what we see a ""leader"" hell-bent on destruction from within. #dicks",neutral
1039,en,@PressTV and so he should! He should keep his nose in his own country instead of sticking it in others! Go #putin 👏👌,positive
1040,en,"People in Russia are gonna be singing (not by choice) ""Back In The USSR"".... He has has banned all Western imports. #Putin",negative
1041,en,Piontkovsky explains concept of 'ruski mir' & #Putin strategy of 'protecting all ethnic Russians' used to annex #Crimea & destabilise Donbas,negative
1042,en,"Putin demands that countries should not interfere with each other's ""internal affairs"". Really Putin, REALLY?? #putin #snlweekendupdate",negative
1043,en,"#Pentagon relies on Russian rocket engines to launch spy satellites. Wait, it gets better. #Putin associate involved with the money trail.",negative
1044,en,"A recession is imminent, inflation is getting out of hand, the ruble and oil are in freefall, Economy Minister Alexei Ulyukayev told #Putin",neutral
